id_trips,forms_of_payment_id_forms_of_payment,departure_address,arrival_address,estimation,clients_id_clients,order_methods_id_order_methods,contracts_id_contracts
699,9485,Wonsan,Dar es Salaam,1,5048,7862,1540
700,5280,The Hague,Stockholm,2,9325,4017,8377
701,6636,Makati City,Dili,4,8126,8742,2006
702,9225,Pontianak,Abidjan,1,8987,7635,1782
703,7161,Wellington,Johannesburg,2,249,1897,2360
704,4876,Konya,Damascus,3,4095,7717,736
705,3160,Kano,Vatican City,2,2743,4586,7069
706,944,Bishkek,Konya,1,3499,4992,772
707,1883,Turin,Porto-Novo,5,6094,309,8094
708,8851,Liverpool,Mwanza,2,3082,3431,5816
709,9013,Pristina,Campinas,1,8655,2253,6644
710,7986,Serekunda,Valencia,4,5772,8376,5590
711,5058,Tbilisi,Glasgow,3,897,9603,7095
712,9525,Iquitos,Salzburg,4,4672,6228,6821
713,6077,Baltimore,Nakhon Ratchasima,1,5550,7034,4274
714,4541,Abuja,Dhaka,3,1971,7686,2370
715,4566,Cuiabá,Ibiza,4,9033,7610,1735
716,389,Johor Bahru,Geelong,5,9157,1616,7752
717,4748,Okinawa,Saipan,2,1172,9781,1224
718,4748,Sri Jayawardenapura-Kotte,Tel Aviv,1,8138,2998,8482
719,4160,Porto,Montevideo,3,9054,5777,2273
720,8275,Taichung,Tijuana,3,4459,2248,2188
721,10030,Sucre,Ho Chi Minh City,4,4059,4585,8598
722,9435,Montreal,Melbourne,3,6879,7471,3976
723,2068,Darwin,Miami,5,5949,9497,1582
724,5801,Cebu City,Lyon,2,118,735,6060
725,2079,Mersin,Porto-Novo,5,1579,4025,2056
726,1797,Belfast,Hilo,3,4571,2297,6528
727,3605,Novosibirsk,Mérida,2,9466,4511,587
728,4306,Nairobi,Longyearbyen,1,8336,5946,1325
729,933,Rio Branco,Bahía Blanca,2,1509,9023,3291
730,3301,Port Moresby,Bratislava,3,6583,2576,7514
731,389,Lucknow,Invercargill,2,9945,6614,1478
732,2677,Nanjing,Córdoba,5,2321,4413,8867
733,5992,Mersin,Zapopan,1,571,3084,1902
734,6333,Cayenne,Edmonton,4,728,6973,4260
735,9060,Minsk,Monrovia,3,7950,9386,2732
736,7278,Thessaloniki,Linz,5,6329,4938,1176
737,4312,Düsseldorf,Honiara,4,190,2889,10147
738,1963,Port Hedland,Perm,1,4947,196,5755
739,4521,Livingstone,Accra,2,782,9897,9779
740,2213,Mata-Utu,Naypyidaw,5,6303,9509,3119
741,4525,Copenhagen,Hagåtña,2,5532,3924,6056
742,6352,Dhaka,Agartala,1,8283,4037,1607
743,2750,Pontianak,Agartala,4,4223,6350,998
744,6008,Sri Jayawardenapura-Kotte,Dubai,4,7836,4787,5615
745,2558,Saint John,Regina,2,706,5131,4901
746,4565,Antwerp,Chicago,5,3030,788,1977
747,2702,Miami,Veracruz,4,4203,7273,2831
748,7088,Francistown,Kuwait City,3,5503,8803,1011
749,2312,Padang,Jinan,3,1548,3430,4090
750,2674,Curitiba,New Delhi,4,9979,10047,3063
751,2781,Malmö,Banda Aceh,5,349,6628,1680
752,1720,Perth,Saint John,3,6618,2188,5531
753,2505,Chuí,Portland,1,5667,9332,6355
754,1001,Damascus,Hilo,1,4107,2511,9887
755,3650,Santa Cruz de la Sierra,Melekeok,3,6131,2350,9845
756,8223,Ouagadougou,Guadalajara,4,3084,4780,1498
757,5287,South Tarawa,Algiers,3,4951,1497,1754
758,3577,Charlotte Amalie,Hagåtña,1,1498,5753,3402
759,4066,Omsk,Tallinn,5,2934,9583,3226
760,3610,Belmopan,Nantes,5,1374,7840,3780
761,3028,Accra,Harare,5,9517,2386,8502
762,4552,Niamey,Surat Thani,2,4770,4934,4521
763,2380,Durango,Pontianak,3,6193,1357,9156
764,10032,Accra,Shanghai,5,7860,8795,5296
765,4618,Arequipa,Incheon,2,3069,2186,9419
766,6049,Amritsar,Nukulaelae,5,8110,9957,8727
767,5357,Baltimore,İzmir,3,7793,8059,6272
768,10005,Gdańsk,Koulikoro,3,147,7921,2441
769,2775,Addis Ababa,Auckland,2,9970,6128,471
770,5620,Sri Jayawardenapura-Kotte,Dallas,3,2724,4499,8495
771,5813,Skopje,Geelong,4,4932,9290,3476
772,1659,Tunis,Virginia Beach,3,190,5588,9795
773,8930,Vancouver,Mata-Utu,2,3473,6819,3652
774,4772,Lviv,Tartu,4,8740,2904,7116
775,4790,Mashhad,Tamale,2,4126,1862,6509
776,1446,Nashville,Providence,5,477,7449,5754
777,3327,Oslo,Prague,3,1946,5403,6596
778,3378,Kobe,San Francisco,5,2920,7863,6602
779,6234,Longyearbyen,Addis Ababa,1,3245,4956,711
780,1286,Quito,Naples,1,7263,8080,3872
781,7177,Freetown,Antofagasta,3,5857,4016,7806
782,8123,Ndola,Bogotá,3,529,5125,205
783,2092,Makassar,Angra do Heroísmo,5,7752,4792,1506
784,6092,Helsinki,Port Hedland,2,9769,4786,5425
785,1046,Malacca Town,Sacramento,4,1422,1172,8070
786,7758,Malabo,Saint John,4,5865,597,5871
787,7958,Siem Reap,Cannes,2,7114,4040,7645
788,9737,Cape Town,Forked River,4,8134,1651,4313
789,3168,Shillong,Dakar,2,3767,744,1686
790,2971,Mandurah,Frankfurt,3,1390,2520,1688
791,123,Cardiff,Leipzig,1,7338,5765,7485
792,648,Baku,Bergen,4,4768,7299,7149
793,4662,Seoul,Nanjing,2,2024,2251,4428
794,3304,St. John's,São Tomé,3,9820,2552,3641
795,7467,Asunción,Iquitos,1,9959,5864,8061
796,8802,St. John's,Gangtok,5,2620,5292,9952
797,7782,Bucharest,Bandung,4,9211,4125,4802
798,4209,Jersey City,Jayapura,2,981,10093,1205
799,7544,Lisbon,Kota Bharu,1,8752,1407,6025
800,7370,Geneva,Frankfurt,5,4922,4097,7288
801,1797,Koror,Tehran,2,9982,5192,9974
802,1552,Gangtok,Alor Star,5,8933,2173,6418
803,907,Tbilisi,Seville,2,9756,1009,637
804,6024,Amsterdam,Manama,3,4193,3570,6866
805,3289,Mecca,Adelaide,5,5710,5797,1965
806,883,Chuí,Iqaluit,2,7790,8963,2485
807,3183,Birmingham,Xining,5,1852,5138,7563
808,9973,Lanzhou,Guadalajara,1,8470,2121,2309
809,446,Faisalabad,Valparaíso,3,7198,219,8189
810,2552,Adak,Rawalpindi,5,7004,7896,7988
811,7989,Perth,Gaborone,5,244,6801,5613
812,3513,Rawalpindi,Willemstad,4,8558,536,1088
813,9354,Amritsar,Gaza,4,5786,1413,2765
814,8236,Boa Vista,Gdańsk,1,4895,6391,9391
815,7995,Nukus,Monaco,3,9045,4608,6117
816,2904,Helsinki,Chittagong,1,309,5224,8395
817,1055,Naypyidaw,Montreal,5,5978,8739,3014
818,5912,Accra,El Aaiún,4,7785,8469,9312
819,1941,Alexandria,Vientiane,4,8721,8579,399
820,7421,Port Blair,Cotonou,1,3819,5319,675
821,4214,Bratsk,Los Angeles,4,6450,5270,4589
822,5575,Ahmedabad,Ilhéus,2,5827,6930,7678
823,2454,Yogyakarta (city),Wonsan,3,4174,2555,7507
824,310,Mogadishu,Kandahar,1,5304,2136,8405
825,4696,Lisbon,Patna,5,9460,8644,7711
826,7785,Jakarta,Cleveland,1,6503,2170,7444
827,4794,Yokohama,Kingston,5,3666,1953,4797
828,2056,Liverpool,Nouakchott,5,4120,1137,5390
829,7933,Maseru,Montevideo,2,6097,5155,10178
830,4721,Quezon City,Bissau,2,8015,7965,8703
831,3008,Dresden,Oslo,4,6701,2042,4608
832,9654,Porto,Arbil,4,7616,7154,6011
833,843,Düsseldorf,Adelaide,4,3296,2154,4055
834,7078,Pattaya,Jaipur,5,177,5915,2997
835,4029,Antwerp,Peshawar,2,563,9175,7147
836,8653,Phnom Penh,Tartu,5,9280,978,2703
837,7741,Kaliningrad,Valletta,5,8247,2326,10010
838,892,Cusco,Huế,1,5767,471,6472
839,4442,Yellowknife,Veracruz,3,1542,5126,9489
840,2707,Bucharest,Fortaleza,2,2234,2105,4309
841,9935,Gangtok,Luxembourg (city),2,2352,1647,5729
842,4599,Gangtok,Leipzig,2,7935,2158,1085
843,4417,San Antonio,Hilo,2,1431,1330,596
844,8111,Lusaka,Manchester,3,4877,2631,8168
845,1381,Ouagadougou,Bamako,4,6797,5627,3777
846,6126,Chaguanas,Nantes,4,3819,2217,6305
847,6642,Douala,Avarua,4,6509,3450,5524
848,6321,Edinburgh,Serekunda,1,3795,9688,5810
849,1558,Guatemala City,Abidjan,2,1070,8747,5828
850,2496,Lagos,Guwahati,5,2113,9237,5400
851,2826,Da Nang,Nashville,3,4858,3155,533
852,5605,Stanley,Lobamba,1,6980,648,2871
853,5732,São Paulo,Cusco,3,4919,531,4217
854,1427,Basra,Lobamba,5,9686,1316,7644
855,5474,Mandurah,Ottawa,1,6660,5648,7799
856,3836,Shigatse,Bern,1,1592,7940,467
857,1688,Lobamba,Hanover,5,7066,3545,5904
858,8862,Riga,Ottawa,5,4633,8504,6507
859,8867,Memphis,Bucharest,4,4063,4282,6369
860,3508,Antwerp,Makassar,2,2706,2113,5200
861,4699,Port Hedland,Kaesong,5,914,2005,8160
862,4331,Hargeisa,Podgorica,3,559,6540,3876
863,7072,Castries,Road Town,4,4514,8166,3638
864,3132,Ho Chi Minh City,Medan,1,5103,4386,6199
865,5387,Dalian,Petropavlovsk-Kamchatsky,1,4236,9932,4907
866,7791,Jakarta,Nashville,5,9973,8485,5882
867,3707,Majuro,Nukus,3,451,5995,3251
868,2083,Nouakchott,Hobart,3,2464,1389,3580
869,6032,Abidjan,Lagos,2,833,4809,3388
870,5615,Hangzhou,Las Palmas de Gran Canaria,4,3810,4391,6117
871,7792,Rio Branco,Konya,5,7703,4394,7115
872,5178,Chittagong,Siem Reap,4,5999,1618,6806
873,9602,Shanghai,Bandung,4,9923,946,4642
874,921,Nashville,N'Djamena,2,6738,504,4014
875,5414,Monrovia,Iquitos,2,4789,8462,9770
876,5168,Iquique,Monrovia,4,249,178,6721
877,6587,Split (city),Novosibirsk,3,7577,7455,5779
878,2057,Bilbao,Ibiza,5,8798,6517,6670
879,945,Charlotte,Turin,5,3809,2684,8767
880,2132,Lagos,Odessa,2,6749,8764,7519
881,626,Cape Town,Hanga Roa,2,6751,5151,3888
882,5933,Guadalajara,Atlanta,4,9598,2435,2923
883,1330,Davao City,Sri Jayawardenapura-Kotte,2,3712,3132,1641
884,5879,Chişinău,Wonsan,3,9392,9211,9937
885,7510,Ciudad del Este,Kigali,3,4769,9487,5986
886,7092,Belize City,Thessaloniki,5,4188,525,3792
887,8089,Xining,Palembang,3,3937,7660,6022
888,8552,Tskhinvali,Longyearbyen,3,8359,3801,5435
889,4638,Dededo,Salzburg,4,511,6799,7325
890,6430,Quito,Dededo,5,9710,8284,6746
891,1599,Naples,Minsk,1,3194,5253,7121
892,7712,Porto Velho,Lomé,3,9985,951,8368
893,455,Nakhon Ratchasima,Damascus,4,6745,7467,748
894,8557,Valletta,Dhaka,4,8808,7688,2440
895,8241,Barcelona,Shanghai,4,8020,7640,7843
896,3259,Tskhinvali,Bergen,3,9189,3508,3221
897,988,Lubumbashi,Port-au-Prince,2,3630,3186,1350
898,9334,Maseru,Montevideo,4,445,5419,8995
899,1442,Mwanza,Townsville,4,8604,3960,9622
900,4951,Gold Coast,Changchun,3,7334,8820,4455
901,7211,Namangan,Suva,1,1816,3200,10030
902,595,Rio Branco,Shillong,5,8416,1789,6693
903,4075,Baghdad,Seattle,2,7163,5113,8228
904,8606,Cork (city),Banda Aceh,1,3361,3919,682
905,9988,Thimphu,Mandurah,1,8550,8902,7884
906,5567,Fredericton,Milan,4,8214,5323,6877
907,9263,Austin,İzmir,4,8396,5288,318
908,4638,Belfast,Kota Kinabalu,3,1266,1089,1349
909,1783,Mersin,São Tomé,2,8866,3979,6516
910,3971,Bratislava,Naples,1,2736,1695,3192
911,3537,Bangui,Philadelphia,2,2333,1711,9062
912,8017,Stuttgart,Cape Town,5,5541,3838,6179
913,492,Montevideo,Leeds,2,10086,7524,2249
914,1474,Townsville,Tianjin,3,9171,2380,8439
915,7664,Magadan,Tiraspol,3,1421,9914,7863
916,1609,Porto-Novo,Rawalpindi,1,3053,2359,8619
917,9624,Lhasa,Mbabane,4,5842,8939,9840
918,6866,Innsbruck,Kyoto,4,4893,7031,5046
919,9564,Abuja,Ho Chi Minh City,2,6964,8492,7316
920,4647,Aarhus,Dallas,2,5303,4650,8261
921,2495,Kolkata,Cairo,4,1878,10072,4906
922,2987,Port Moresby,Adelaide,4,1812,8172,4152
923,1682,Cincinnati,Port-au-Prince,3,6880,7578,9955
924,4222,Puebla,Bratislava,4,8585,2033,8361
925,9968,Karachi,Dresden,2,8094,586,8831
926,3419,Bratsk,Kota Kinabalu,1,8236,5725,6141
927,8996,Beijing,Barcelona,3,4848,7316,2950
928,4717,Manaus,Peshawar,3,1444,356,936
929,3929,Nice,Adamstown,4,7998,6123,5997
930,814,Aarhus,Riverside,2,3574,5777,7939
931,9996,New Orleans,Adana,2,2591,4681,3094
932,2107,Podgorica,Funafuti,4,4484,6875,3152
933,594,Baku,Edmonton,2,3501,1950,391
934,9506,Thiès,Alexandria,2,5778,5356,9935
935,3438,Dallas,Puebla,2,541,6121,4523
936,9047,Kaliningrad,Mersin,5,1314,5661,9097
937,1449,Monrovia,Paramaribo,3,6583,9277,2193
938,1183,Port Elizabeth,Yangon,1,930,7628,6989
939,3567,Greenwich,Los Angeles,3,9200,4669,9788
940,4968,Pyongyang,Gibraltar,4,3280,1220,3820
941,3327,Cuiabá,Reykjavík,2,842,490,3021
942,6313,Malmö,Qingdao,3,1477,8667,797
943,5550,Udon Thani,Nagoya,5,8919,6911,5565
944,2288,Milan,Málaga,3,9558,9450,8998
945,193,Niamey,Zagreb,4,819,7275,6378
946,8053,Kiev,Riyadh,5,2137,1962,7432
947,8665,Gold Coast,Jakarta,4,8140,1745,6297
948,4677,Ibadan,Barranquilla,3,6617,1576,2139
949,7861,Bissau,Santiago de Cuba,4,10013,2021,6400
950,9629,Valdivia,Chicago,3,9950,7307,9706
951,7516,Lomé,Kiev,2,7150,5907,8991
952,8834,Medan,Abu Dhabi,1,2069,9723,9145
953,647,Kanpur,Graz,1,6908,2325,7315
954,9525,Bilbao,Jakarta,1,5552,8972,4474
955,7808,Bogotá,Sitka,4,4262,8534,9111
956,1741,Hargeisa,Ahmedabad,5,9846,4545,9832
957,7997,Shigatse,Mbabane,2,6671,4944,7995
958,7521,Murmansk,Fredericton,4,10099,4697,3488
959,9866,Bratislava,Konya,1,3601,8980,1779
960,7511,Ipoh,Suva,3,538,9383,2291
961,5055,Kolkata,Kuala Lumpur,5,4411,1295,8693
962,2208,Kanpur,Medellín,4,9584,4463,7286
963,4345,Vaduz,Serekunda,2,7324,5609,5605
964,857,Shanghai,Tampa,2,7662,8897,2465
965,9142,Hagåtña,Lobamba,5,7810,2145,5896
966,317,Mogadishu,Bandar Seri Begawan,4,8169,4166,1336
967,8901,Agartala,Chaguanas,5,3860,6689,7244
968,668,Bahía Blanca,Birmingham,5,9037,5757,7535
969,2375,Nagpur,Konya,3,4721,7908,9727
970,3971,Santo Domingo,Pyongyang,1,2672,3134,5685
971,5792,El Paso,Mashhad,4,8724,2342,6728
972,717,Porto Velho,Palembang,1,8156,4151,6753
973,9492,Koror,Agartala,2,6603,2328,9621
974,6739,Kingston,London,1,384,3897,6763
975,676,Assis,Louisville,1,643,5620,816
976,9984,Libreville,Nagoya,3,8369,4229,2757
977,1742,Milan,Santa Cruz de Tenerife,1,6923,5437,273
978,7055,Longyearbyen,Zamboanga City,5,5184,4555,699
979,1310,Pattaya,Nuuk,3,4155,9887,3572
980,8952,Naples,Mwanza,5,1480,3708,3245
981,494,Innsbruck,Dammam,5,6704,1256,5336
982,6115,Zürich,Durban,5,4722,4472,2031
983,5058,Raleigh,Luxembourg (city),2,8170,7671,9916
984,7967,Amsterdam,Ljubljana,5,4329,7907,5900
985,4755,Chennai,Ponta Delgada,3,3206,443,8515
986,9033,Lanzhou,Fairbanks,1,1068,7883,8351
987,8666,Jayapura,Beirut,3,833,7114,4108
988,2035,Medellín,Batticaloa,3,903,6163,634
989,2468,Phnom Penh,Dubai,5,3060,4105,8218
990,9002,Tehran,Yellowknife,1,1515,2636,4973
991,6795,Siem Reap,Monterrey,5,4724,592,6855
992,2656,Seoul,Papeete,5,246,8283,7081
993,9484,Douglas,Innsbruck,3,6270,7358,5571
994,8419,Ottawa,Zürich,5,5486,1565,9130
995,8153,Labasa,Adelaide,4,8507,7888,6802
996,9740,Valencia,Dakar,2,9287,6687,9256
997,3309,Pontianak,La Paz,5,10009,3170,7506
998,282,Tokyo,Macapá,3,7370,5665,6154
999,6421,Antofagasta,Novosibirsk,4,8809,6139,6191
1000,7493,Lisbon,Dongguan,1,8081,5734,5811
1001,1625,Frankfurt,Jersey City,2,2006,4916,3760
1002,5751,Sarajevo,Havana,2,3773,3860,7002
1003,1335,Bridgetown,Valletta,2,5360,447,9789
1004,3841,Managua,Fredericton,3,2621,5292,6360
1005,2492,Buffalo,Denpasar,2,9063,5866,7455
1006,5667,Birmingham,Pune,2,2288,5034,809
1007,2777,Cayenne,Ibiza,5,7428,5304,5546
1008,2497,Cockburn Town,Nagoya,5,5279,193,8290
1009,9206,Tallinn,Taichung,5,594,2348,3119
1010,1097,Jamestown,Mandurah,5,4808,6179,4521
1011,8205,La Serena,Abu Dhabi,2,3102,1807,8528
1012,1962,Bursa,Simferopol,2,4137,4665,9840
1013,4942,Padang,Minsk,5,3116,6763,9375
1014,5526,Kota Kinabalu,Busan,5,9917,2739,1724
1015,235,Padang,Blantyre,2,9692,1056,6663
1016,8080,Yekaterinburg,Kharkiv,1,8565,5284,2552
1017,6421,Makassar,Louisville,4,4501,3338,3469
1018,8866,Port Elizabeth,Tallinn,5,3215,2477,8139
1019,6985,Nukuʻalofa,Ponta Delgada,2,5039,3150,7830
1020,3001,Peshawar,İzmir,4,9991,1294,8599
1021,8264,Bamako,Rawalpindi,1,3152,5435,4709
1022,1881,Ludhiana,Mashhad,4,1766,4441,4435
1023,8761,Bishkek,Valencia,4,2255,1857,2786
1024,167,Kraków,Montreal,5,853,7900,792
1025,6996,Huế,Murmansk,4,7113,915,4314
1026,465,Rio de Janeiro,Johor Bahru,4,9806,2594,7089
1027,1708,Ludhiana,Monaco,1,2041,9430,8999
1028,4608,Winnipeg,Ambon,3,1398,4578,2526
1029,921,Manchester,La Paz,3,2718,6599,8726
1030,9329,Koror,Lhasa,1,7907,1608,338
1031,7168,Mbabane,Chiang Mai,5,1460,8776,7477
1032,102,Omsk,Khartoum,3,8099,8114,2640
1033,9464,Port Elizabeth,Lanzhou,5,7130,3220,2564
1034,266,Yakutsk,Tirana,1,1550,5692,1750
1035,6851,Fairbanks,Honolulu,2,2918,7515,9876
1036,9425,Arbil,Saint Petersburg,5,8703,4295,4367
1037,6479,Porto Alegre,Sacramento,4,8479,6191,7664
1038,1412,Nukulaelae,Kobe,3,9292,2235,4656
1039,9103,Veracruz,Munich,5,9502,2311,8621
1040,3521,Lhasa,Gothenburg,1,821,3087,3042
1041,8263,Sapporo,Bursa,3,6643,4565,5267
1042,4697,Gibraltar,Ulan Bator,5,1439,9693,4618
1043,8854,Birkirkara,Kingston,1,4354,3700,7043
1044,845,Campinas,Chennai,5,7749,8711,3617
1045,5107,Hargeisa,Kunming,3,999,3763,5849
1046,5122,Multan,Denver,1,4769,6414,2015
1047,781,Panama City,Santiago,3,8415,9163,3267
1048,8822,Kolkata,New York City,1,8191,2538,7977
1049,2682,San José,Antofagasta,1,2906,8872,3621
1050,5135,Colombo,Quito,2,1440,6105,1713
1051,8594,Makati City,Sucre,3,6910,683,3384
1052,1397,Tiraspol,Jacksonville,4,132,302,943
1053,788,Cannes,Melbourne,3,6080,6550,3010
1054,3448,Busan,Pontianak,4,4738,10015,1527
1055,5546,Paris,Mendoza,2,7930,8168,4818
1056,7692,Quetzaltenango,Da Nang,4,2259,6567,9349
1057,6209,Mexicali,Nouakchott,4,6251,8277,319
1058,589,Bilbao,Wuhan,5,9147,4925,2237
1059,2151,Edmonton,Yaren District,5,9993,6020,1645
1060,3943,Ljubljana,Timbuktu,1,7811,7269,6355
1061,9395,Taiyuan,Wellington,5,1463,8260,4915
1062,9882,Cebu City,Namangan,5,8102,2960,1816
1063,3982,Kuala Lumpur,Oklahoma City,3,1926,2824,1783
1064,9391,Rotterdam,Changchun,3,6850,9331,5443
1065,3996,Porto,Riyadh,1,3047,2740,1983
1066,934,Rawalpindi,Havana,4,1183,5290,6382
1067,6567,Hiroshima,Monaco,1,2450,3804,7821
1068,3410,Canberra,Dhaka,2,6995,3921,8945
1069,3775,Oklahoma City,South Tarawa,1,3073,4127,814
1070,3622,Bergen,Singapore,2,793,4592,6839
1071,8922,Arequipa,Atlanta,1,1060,5149,2313
1072,1536,Surat Thani,Pristina,5,1713,199,3654
1073,4720,Antofagasta,Porto Alegre,2,7501,5010,5949
1074,9092,Sana'a,San Juan,1,4372,8531,225
1075,2554,Nagpur,Ponta Delgada,4,8088,2017,9023
1076,4799,Indianapolis,Oslo,5,8186,3986,8798
1077,3170,Tartu,Tegucigalpa,5,4096,215,8708
1078,5522,Willemstad,San Salvador,1,6203,7251,8100
1079,7077,Colombo,Lima,1,3074,2891,3398
1080,5012,Hanga Roa,Amman,1,8183,3496,2822
1081,6293,Ljubljana,Port Elizabeth,3,3936,3108,1841
1082,2365,Srinagar,Bangalore,4,865,8315,1690
1083,8593,Antofagasta,Chennai,5,8081,8638,1810
1084,3579,Porto Velho,Naypyidaw,1,9243,1158,8477
1085,7889,Mbabane,Moscow,2,7701,1617,8852
1086,9727,Shenzhen,Split (city),2,528,9113,6094
1087,4615,Berlin,Addis Ababa,4,730,7980,7398
1088,3201,Kinshasa,Riga,2,7693,5982,5688
1089,9078,İzmir,Hangzhou,4,4833,1284,5991
1090,5409,San Diego,Auckland,4,1664,5013,5740
1091,608,Koror,Shillong,2,6082,3149,4835
1092,5957,Bilbao,Albuquerque,5,3368,1179,2674
1093,5383,Nuuk,Hyderabad,4,9106,9577,5707
1094,361,Aarhus,Rochester,5,603,5215,3459
1095,6596,Nicosia,Guangzhou,1,1732,5421,8629
1096,5600,Frankfurt,Wollongong,2,3885,8701,5896
1097,3297,Apia,Regina,5,3542,281,6960
1098,1626,Wichita,Kano,2,4472,10041,10079
1099,9812,Antwerp,Hiroshima,1,4553,2663,6743
1100,2694,Brussels,Kaliningrad,1,9485,6875,4364
1101,6817,Almaty,Tashkent,2,8588,1658,3473
1102,9220,Hiroshima,Suva,1,7760,4055,9212
1103,241,Assis,Innsbruck,2,9539,354,2602
1104,2017,Yekaterinburg,Bogotá,1,2305,8560,2077
1105,8918,Ilhéus,Murmansk,2,5996,1475,3027
1106,4154,Yangon,Yakutsk,1,3477,3783,4355
1107,2922,Amsterdam,Basse-Terre,1,1865,3423,5135
1108,5637,Zürich,Quito,1,1654,8975,1767
1109,3293,Guadalajara,Miri,4,4271,9196,534
1110,5068,Durango,Buffalo,5,1526,5135,7351
1111,1959,Simferopol,Louisville,3,6440,4637,8365
1112,9173,New Delhi,Jaipur,3,8015,3521,9225
1113,651,Wellington,Zhengzhou,3,3659,3471,3042
1114,8349,Labasa,Port Hedland,1,5286,7953,8792
1115,7033,Malmö,Arequipa,4,4985,9849,3049
1116,1745,Indianapolis,Moscow,1,705,7316,3133
1117,5645,Denpasar,Cardiff,2,7874,5807,5381
1118,5312,Muscat,Budapest,4,1540,9071,9962
1119,5902,Bratsk,Dakar,3,2056,6914,8734
1120,7252,Riga,Charlotte Amalie,2,7674,4312,6119
1121,3310,Monaco,Lagos,1,2767,9534,6532
1122,4861,Oslo,Mata-Utu,3,9563,1331,4100
1123,4565,Bahía Blanca,Reykjavík,4,4738,8692,1994
1124,1824,Cali,Caracas,2,5787,8813,696
1125,6446,Macapá,Cusco,5,595,559,2560
1126,9079,Geelong,Sarajevo,4,3934,5026,4953
1127,1494,Whitehorse,Moroni,1,4812,3861,3086
1128,1363,Abu Dhabi,Boston,3,9200,9230,7278
1129,1289,Hanover,Francistown,5,7885,5249,5553
1130,2446,Surabaya,Podgorica,5,1979,5466,2006
1131,4192,St. George's,Damascus,4,1411,5173,5784
1132,3134,Muscat,Málaga,3,6715,2975,550
1133,5999,Xining,Kansas City,4,4494,1249,6995
1134,6100,Kaesong,Dushanbe,1,3591,6072,2095
1135,8317,Kota Bharu,Pristina,5,1431,1108,5832
1136,5729,Yekaterinburg,Manzini,1,8252,7833,8237
1137,622,Serekunda,Douala,1,9212,1099,4229
1138,6716,Davao City,Gold Coast,3,1446,2360,7513
1139,1599,Pekanbaru,Zürich,3,5548,9821,343
1140,4310,Concepción,Paris,4,3965,2607,465
1141,9362,Pune,Quito,5,2639,4528,8921
1142,3777,Calama,Nashville,1,3151,4599,3510
1143,9713,Wollongong,Gdańsk,1,7733,1169,8698
1144,1812,Providence,San Fernando,3,2926,4271,5039
1145,7729,Panama City,Ushuaia,4,2650,3399,4380
1146,255,Pristina,Kandy,4,1810,306,4793
1147,3150,Papeete,Phnom Penh,2,8686,2404,7102
1148,6726,Cartagena,Boa Vista,2,4946,7277,987
1149,8849,Algiers,Birmingham,1,6853,1619,4872
1150,6948,Chiang Mai,Palikir,2,6483,8520,7052
1151,6375,St. George's,Geelong,5,9760,3510,9532
1152,7655,Sydney,Praia,2,7693,2141,4319
1153,2840,Wuhan,Cartagena,5,2149,9969,8723
1154,3703,Okinawa,Chihuahua,2,3962,4880,8239
1155,4512,Linz,Peshawar,3,157,6759,8879
1156,3645,Ashgabat,Agartala,3,6305,1550,2299
1157,882,Bilbao,Denver,3,7030,6663,507
1158,6532,Surat,Charlotte,2,1122,2901,2383
1159,2346,Bucharest,Freetown,5,6941,6804,3911
1160,4601,Boston,Bandar Seri Begawan,2,6550,10042,5524
1161,3619,Tehran,Bangalore,3,8040,5491,7773
1162,6019,Kingston,Skopje,1,7535,2422,3574
1163,4136,Basse-Terre,Hangzhou,3,1716,3913,3070
1164,3702,Ottawa,Medellín,4,3952,236,5233
1165,6740,São Paulo,Malacca Town,3,7765,8515,624
1166,4768,Ndola,Gaborone,1,3213,7432,8020
1167,2397,Bratsk,Mamoudzou,3,931,8212,1391
1168,7288,Makassar,Port-au-Prince,4,9515,8861,8106
1169,3578,Hanover,Beijing,4,3534,9417,4287
1170,7137,Ibiza,Córdoba,3,6386,8292,3935
1171,6028,Bandar Seri Begawan,Antwerp,2,8796,6424,4264
1172,9700,Bratislava,Marseille,4,9316,7403,1571
1173,8703,Arbil,Fortaleza,5,8903,1578,10076
1174,9832,Horta (Azores),Asmara,1,2359,1130,4646
1175,6085,Omdurman,Malmö,1,5811,699,5048
1176,8051,Port Hedland,Reykjavík,1,1825,3803,10097
1177,4256,Dallas,Forked River,4,608,8578,1708
1178,4866,Charlotte Amalie,Brussels,1,2824,3695,1328
1179,2775,Edinburgh,Tiraspol,4,2915,7423,4026
1180,1089,Santa Cruz de Tenerife,Rosario,4,3631,6104,2620
1181,4191,St. Louis,Mérida,4,9457,4667,2945
1182,8509,Perth,Blantyre,5,620,891,3889
1183,7137,Tokyo,Tartu,3,228,1722,6279
1184,5462,Chiang Mai,Tskhinvali,3,4101,6518,8362
1185,7855,Cotonou,Hobart,3,6371,6133,9760
1186,5987,Vientiane,Johannesburg,1,7097,8622,1316
1187,3963,Darwin,Strasbourg,3,6507,673,4242
1188,2423,Pekanbaru,Monaco,5,6109,403,3009
